collision_type,long,lat,neighbourhood,num_of_collisions
Fail to Remain,-79.5881455107897,43.6989905537732,West Humber-Clairville (1),2728
Property Damage,-79.3736998787598,43.6528570317379,Downtown Yonge East (168),975
Personal Injury,-79.5349559289185,43.6039900210641,Alderwood (20),574
Property Damage,-79.3420290401781,43.6870748925431,Danforth East York (59),637
Property Damage,-79.2269998495494,43.8222882704846,Morningside Heights (144),1211
Property Damage,-79.2927820484769,43.7014100148986,Clairlea-Birchmount (120),1510
Property Damage,-79.3337555489111,43.7853177703715,Pleasant View (46),389
Personal Injury,-79.3748907457653,43.7728665720445,Bayview Village (52),752
Property Damage,-79.3029410943134,43.7320355866094,Wexford/Maryvale (119),1973
Property Damage,-79.5493600567631,43.7272830637784,Elms-Old Rexdale (5),380
Personal Injury,-79.159673783567,43.7700108921964,West Hill (136),1007
Fail to Remain,-79.4822418836534,43.693701166201,Beechborough-Greenbrook (112),415
Fail to Remain,-79.2319225707405,43.8378939592217,Morningside Heights (144),1211
Property Damage,-79.5596874225771,43.6667686817187,Princess-Rosethorn (10),363
Fail to Remain,-79.4219762663868,43.709935598,Forest Hill North (102),414
Property Damage,-79.3670319147915,43.6619441882315,Regent Park (72),406
Fail to Remain,-79.4353482680653,43.675296464813,Corso Italia-Davenport (92),616
Fail to Remain,-79.4583418145957,43.6613938123087,High Park North (88),542
Property Damage,-79.5341099843257,43.6051509150773,Alderwood (20),574
Fail to Remain,-79.4164641305757,43.6451496065141,Trinity-Bellwoods (81),868
Property Damage,-79.4097921591284,43.6988004852786,Forest Hill South (101),733
Fail to Remain,-79.5678070588126,43.6419071182808,Etobicoke West Mall (13),278
Property Damage,-79.4543060337914,43.7565225747182,Bathurst Manor (34),619
Property Damage,-79.5724873906838,43.7170136794569,West Humber-Clairville (1),2728
Fail to Remain,-79.4171955520521,43.6670738872919,Annex (95),1286
Property Damage,-79.510864908622,43.7412864294845,Glenfield-Jane Heights (25),958
Fail to Remain,-79.4258893720156,43.7363979272048,Bedford Park-Nortown (39),1105
Fail to Remain,-79.2269998495494,43.8222882704846,Morningside Heights (144),1211
Fail to Remain,-79.4981969648862,43.710711330322,Rustic (28),275
Property Damage,-79.3412671192719,43.6702834017461,North Riverdale (68),558
Fail to Remain,-79.4589093216788,43.6976928677647,Briar Hill-Belgravia (108),442
Property Damage,-79.4782158542887,43.6716792169473,Junction Area (90),863
Property Damage,-79.2797048432123,43.7521294337062,Dorset Park (126),1208
Fail to Remain,-79.4880524491739,43.7272948152094,Oakdale-Beverley Heights (154),842
Property Damage,-79.5694364823206,43.7566857446201,Humber Summit (21),944
Fail to Remain,-79.337077992713,43.7981221784442,Pleasant View (46),389
Fail to Remain,-79.5798240009035,43.6292847506868,Markland Wood (12),282
Fail to Remain,-79.1558696005877,43.7863600784667,Centennial Scarborough (133),381
Property Damage,-79.3987953275872,43.6493402991858,Kensington-Chinatown (78),1099
Personal Injury,-79.5550471081839,43.6252051762472,Etobicoke City Centre (159),1458
Fail to Remain,-79.3670645587716,43.6464544766156,St Lawrence-East Bayfront-The Islands (166),1257
Fail to Remain,-79.4092523148598,43.6771094227899,Casa Loma (96),586
Personal Injury,-79.2931884568063,43.715168176355,Clairlea-Birchmount (120),1510
Property Damage,-79.3941915273089,43.753891833457,St.Andrew-Windfields (40),666
Personal Injury,-79.4102581025098,43.6784784997459,Casa Loma (96),586
Fail to Remain,-79.5270575014298,43.7354501381251,Oakdale-Beverley Heights (154),842
Property Damage,-79.4470554410047,43.7036001527547,Briar Hill-Belgravia (108),442
Fail to Remain,-79.3627333432771,43.7592963121105,St.Andrew-Windfields (40),666
Personal Injury,-79.2139890617839,43.822166557537,Morningside Heights (144),1211
Property Damage,-79.5294450797572,43.700816140443,Humber Heights-Westmount (8),407
Property Damage,-79.3379864258339,43.7883303798601,Pleasant View (46),389
Personal Injury,-79.2914617981225,43.7060183006996,Clairlea-Birchmount (120),1510
Fail to Remain,-79.4967828166646,43.7559796321257,York University Heights (27),1707
Personal Injury,-79.2330746041102,43.7581786554836,Woburn North (142),977
Fail to Remain,-79.5228559910683,43.7043599055916,Weston (113),594
Personal Injury,-79.3331821917355,43.6596601916854,South Riverdale (70),1798
Personal Injury,-79.3497639029313,43.800364730839,Hillcrest Village (48),676
Property Damage,-79.496665881096,43.6368748482923,Stonegate-Queensway (16),1188
Property Damage,-79.4301333376694,43.7596826571408,Lansing-Westgate (38),611
Property Damage,-79.3690043523268,43.6995897591582,Leaside-Bennington (56),834
Fail to Remain,-79.3867048241099,43.7003468907626,Mount Pleasant East (99),786
Property Damage,-79.3561942666306,43.6890985236277,Broadview North (57),396
Fail to Remain,-79.2822671544016,43.7992512937009,Agincourt North (129),790
Property Damage,-79.4182652369825,43.760777447607,Lansing-Westgate (38),611
Property Damage,-79.3165433545029,43.6697444739602,Woodbine Corridor (64),471
Property Damage,-79.4983524986893,43.6935453621857,Brookhaven-Amesbury (30),711
Property Damage,-79.3309571436018,43.6779830468117,Blake-Jones (69),348
Property Damage,-79.4014183426424,43.6407435944687,Wellington Place (164),1146
Property Damage,-79.3822373335828,43.7013010262433,Mount Pleasant East (99),786
Fail to Remain,-79.4415384820398,43.7817778908432,Newtonbrook West (36),828
Personal Injury,-79.1798894639675,43.7698347411554,West Hill (136),1007
Fail to Remain,-79.5328025820381,43.7263535902009,Pelmo Park-Humberlea (23),548
Property Damage,-79.5238762393739,43.7453281573776,Glenfield-Jane Heights (25),958
Property Damage,-79.4546621098788,43.6493398930978,High Park-Swansea (87),1261
Fail to Remain,-79.4960174802393,43.6892848304894,Mount Dennis (115),437
Property Damage,-79.4939779979629,43.6885537296424,Mount Dennis (115),437
Property Damage,-79.5228631169538,43.7276334290098,Oakdale-Beverley Heights (154),842
Personal Injury,-79.2979973711471,43.7682734772876,Wexford/Maryvale (119),1973
Property Damage,-79.4308561815748,43.6835424558913,Oakwood Village (107),767
Fail to Remain,-79.4922993869164,43.7062885608892,Rustic (28),275
Property Damage,-79.5038375501929,43.7373646865496,Glenfield-Jane Heights (25),958
Fail to Remain,-79.4476902900623,43.7008452275468,Briar Hill-Belgravia (108),442
Fail to Remain,-79.2512960338484,43.7187576896613,Cliffcrest (123),715
Property Damage,-79.3292325670006,43.6738743806594,Greenwood-Coxwell (65),604
Fail to Remain,-79.380446282675,43.6782473560271,Rosedale-Moore Park (98),1190
Property Damage,-79.5712085295732,43.7302240193113,Rexdale-Kipling (4),375
Personal Injury,-79.3881482645644,43.6469590109043,Wellington Place (164),1146
Personal Injury,-79.3302376158997,43.7473445585615,Parkwoods-O'Connor Hills (149),450
Personal Injury,-79.392893031339,43.7934660454884,Bayview Woods-Steeles (49),374
Fail to Remain,-79.4815862633951,43.7244369885324,Downsview (155),810
Personal Injury,-79.2052517978715,43.8188923479075,Morningside Heights (144),1211
Fail to Remain,-79.3058464597599,43.7069448005258,O'Connor-Parkview (54),578
Fail to Remain,-79.3492251062673,43.6835427508241,Playter Estates-Danforth (67),271
Property Damage,-79.3111327098975,43.7713710323187,Tam O'Shanter-Sullivan (118),841
Fail to Remain,-79.4359696875327,43.6407138901461,South Parkdale (85),1062
Property Damage,-79.4079935857857,43.7860824066848,Newtonbrook East (50),719
Property Damage,-79.4382216756962,43.6859038438502,Oakwood Village (107),767
Fail to Remain,-79.3364062399186,43.7513332347569,Parkwoods-O'Connor Hills (149),450
Fail to Remain,-79.349127482188507,43.657166654172,South Riverdale (70),1798
Personal Injury,-79.4309092221314,43.6496183083898,Little Portugal (84),624
Personal Injury,-79.2542687096547,43.7509081267203,Bendale South (157),487
Personal Injury,-79.368854194652,43.6682965893301,Cabbagetown-South St.James Town (71),567
Fail to Remain,-79.1706892569818,43.8034318897422,West Rouge (143),731
Property Damage,-79.2907113979957,43.6712273767643,The Beaches (63),1156
Fail to Remain,-79.3535189549621,43.6862342815638,Broadview North (57),396
Fail to Remain,-79.4902195235437,43.7347055956666,Downsview (155),810
Property Damage,-79.5612786444201,43.6450329918971,Islington (158),782
Personal Injury,-79.3796039784097,43.691167662618,Rosedale-Moore Park (98),1190
Personal Injury,-79.3134021062449,43.8039189276236,East L'Amoreaux (148),487
Personal Injury,-79.4559315362088,43.7075890227005,Yorkdale-Glen Park (31),1207
Fail to Remain,-79.217247660216,43.7558635492737,Golfdale-Cedarbrae-Woburn (141),1005
Fail to Remain,-79.4606982914094,43.6578788606534,High Park North (88),542
Fail to Remain,-79.3748907457653,43.7728665720445,Bayview Village (52),752
Property Damage,-79.2180458357442,43.8046528530509,Malvern West (145),647
Property Damage,-79.4395506604071,43.6495028322023,Little Portugal (84),624
Personal Injury,-79.1791099961224,43.79382041094,Highland Creek (134),447
Property Damage,-79.1799210919144,43.7656223159319,West Hill (136),1007
Property Damage,-79.4606982914094,43.6578788606534,High Park North (88),542
Property Damage,-79.3758492709374,43.66648008921,North St.James Town (74),308
Fail to Remain,-79.3303092719078,43.808280929377,Steeles (116),638
Property Damage,-79.5652140986665,43.6357533976517,Etobicoke West Mall (13),278
Property Damage,-79.5525486864467,43.7253912898155,Elms-Old Rexdale (5),380
Fail to Remain,-79.313066306546,43.7027010314282,O'Connor-Parkview (54),578
Property Damage,-79.2958791964707,43.7740873967473,Tam O'Shanter-Sullivan (118),841
Property Damage,-79.4613639740863,43.7346975290805,Downsview (155),810
Fail to Remain,-79.5337566405727,43.7226008650805,Pelmo Park-Humberlea (23),548
Personal Injury,-79.3142780981278,43.8039833435664,East L'Amoreaux (148),487
Personal Injury,-79.5422977758187,43.594709999887,Alderwood (20),574
Personal Injury,-79.3462575273372,43.79175817591,Don Valley Village (47),655
Personal Injury,-79.528299342513,43.5956626955437,Long Branch (19),400
Property Damage,-79.5645495331499,43.7244983848399,Rexdale-Kipling (4),375
Property Damage,-79.4503469849161,43.6496562786791,Roncesvalles (86),607
Fail to Remain,-79.2973791439458,43.7518741398873,Wexford/Maryvale (119),1973
Property Damage,-79.3130212277158,43.7514919975467,Parkwoods-O'Connor Hills (149),450
Property Damage,-79.3157659002862,43.7026648185029,O'Connor-Parkview (54),578
Fail to Remain,-79.2163842646121,43.7863575360365,Morningside (135),475
Fail to Remain,-79.4004392441125,43.7163679775642,Lawrence Park South (103),695
Property Damage,-79.4492337347271,43.7750671544568,Westminster-Branson (35),455
Property Damage,-79.3700652120478,43.6748696418091,Rosedale-Moore Park (98),1190
Fail to Remain,-79.3688887258419,43.6842069055766,Rosedale-Moore Park (98),1190
Property Damage,-79.3168085441039,43.6734380510755,Woodbine Corridor (64),471
Fail to Remain,-79.3096681039723,43.6781781287213,East End-Danforth (62),896
Personal Injury,-79.4000905001626,43.7054542831786,Yonge-Eglinton (100),609
Personal Injury,-79.3311484947864,43.6601137599429,South Riverdale (70),1798
Property Damage,-79.5296768426527,43.6189248095305,Etobicoke City Centre (159),1458
Property Damage,-79.2200718493759,43.813246026917,Malvern East (146),847
Property Damage,-79.5481915960247,43.7210049801517,Elms-Old Rexdale (5),380
Fail to Remain,-79.4050603329352,43.7106516841048,Yonge-Eglinton (100),609
Fail to Remain,-79.2033659465792,43.7998922382558,Malvern East (146),847
Property Damage,-79.3547437105323,43.681586714847,Playter Estates-Danforth (67),271
Personal Injury,-79.2191092527689,43.8146051982856,Malvern East (146),847
Property Damage,-79.3295930026287,43.698264370241,Old East York (58),670
Property Damage,-79.4998935331947,43.6303223560535,Stonegate-Queensway (16),1188
Property Damage,-79.5769075021983,43.6339711385121,Markland Wood (12),282
Property Damage,-79.4427587524341,43.726428010506,Englemount-Lawrence (32),606
Property Damage,-79.6000413482093,43.7325100167489,West Humber-Clairville (1),2728
Property Damage,-79.3936976465327,43.6500375539309,Kensington-Chinatown (78),1099
Personal Injury,-79.2909145446434,43.7461735408095,Wexford/Maryvale (119),1973
Property Damage,-79.2209125820199,43.8119392333736,Malvern East (146),847
Personal Injury,-79.4173585959811,43.6538046974572,Trinity-Bellwoods (81),868
Property Damage,-79.5063936071517,43.7136845162317,Rustic (28),275
Property Damage,-79.4527046232474,43.6492867293198,High Park-Swansea (87),1261
Fail to Remain,-79.2705169557088,43.6950156524736,Birchcliffe-Cliffside (122),944
Fail to Remain,-79.2692359712767,43.7352855460076,Ionview (125),310
Property Damage,-79.223288670824,43.7373355608779,Scarborough Village (139),442
Personal Injury,-79.4866581374423,43.7032286318442,Brookhaven-Amesbury (30),711
Fail to Remain,-79.5692177173502,43.7562233134409,Humber Summit (21),944
Property Damage,-79.2297244927131,43.7293845121674,Cliffcrest (123),715
Property Damage,-79.5112754444935,43.6359931545885,Stonegate-Queensway (16),1188
Property Damage,-79.5439199311258,43.5886549152362,Long Branch (19),400
Property Damage,-79.4298991466371,43.7000570895001,Forest Hill North (102),414
Fail to Remain,-79.1927564537653,43.7637821167807,West Hill (136),1007
Property Damage,-79.5182626445592,43.7441268241908,Glenfield-Jane Heights (25),958
Fail to Remain,-79.511742170951507,43.6482454036863,Kingsway South (15),389
Property Damage,-79.1677557365591,43.7717988271899,West Hill (136),1007
Fail to Remain,-79.4251139953335,43.6733163688074,Wychwood (94),619
Fail to Remain,-79.2308598635043,43.7987453018858,Malvern West (145),647
Fail to Remain,-79.5107062179588,43.683069348575,Humber Heights-Westmount (8),407
Fail to Remain,-79.5071915233762,43.7484669537968,Glenfield-Jane Heights (25),958
Fail to Remain,-79.4799463252073,43.6697980900482,Junction Area (90),863
Property Damage,-79.1794155864675,43.8085669654984,Morningside Heights (144),1211
Property Damage,-79.2177095470496,43.8114929985148,Malvern East (146),847
Fail to Remain,-79.43822849246,43.6462577689756,Roncesvalles (86),607
Fail to Remain,-79.1794155864675,43.8085669654984,Morningside Heights (144),1211
Fail to Remain,-79.234810563956,43.7195127139464,Cliffcrest (123),715
Fatal,-79.3253917984353,43.780345832268,L'Amoreaux West (147),520
Personal Injury,-79.5050536844316,43.7073607373743,Weston (113),594
Property Damage,-79.4934073332055,43.6874436161243,Mount Dennis (115),437
Property Damage,-79.4664341867449,43.7511828768221,Downsview (155),810
Property Damage,-79.3185174311307,43.7727805189212,Tam O'Shanter-Sullivan (118),841
Property Damage,-79.4431754572956,43.7253835716389,Englemount-Lawrence (32),606
Property Damage,-79.5361265095257,43.6506128675057,Islington (158),782
Fail to Remain,-79.3983628513372,43.7067258009751,North Toronto (173),235
Fail to Remain,-79.5205853127213,43.695813811993,Humber Heights-Westmount (8),407
Personal Injury,-79.546211141307,43.6494423357256,Islington (158),782
Personal Injury,-79.4391112638583,43.6400971135836,South Parkdale (85),1062
Personal Injury,-79.4576264450827,43.7645859069952,Bathurst Manor (34),619
Property Damage,-79.5398828244795,43.6985626751593,Kingsview Village-The Westway (6),462
Fail to Remain,-79.3661908786812,43.6598750746328,Moss Park (73),1186
Fail to Remain,-79.4528011379002,43.7435199021809,Clanton Park (33),740
Fail to Remain,-79.4618699677173,43.6821001134748,Keelesdale-Eglinton West (110),628
Property Damage,-79.4265864083787,43.6515080784254,Little Portugal (84),624
Fail to Remain,-79.3057419370095,43.7629051264058,Wexford/Maryvale (119),1973
Fail to Remain,-79.3087777729631,43.8092040140637,Steeles (116),638
Property Damage,-79.5225256801392,43.7716035823842,Black Creek (24),499
Property Damage,-79.3277774608744,43.7126145503458,Flemingdon Park (44),463
Property Damage,-79.2593992003086,43.8077796302138,Agincourt North (129),790
